timestamp,time_seconds,rpm,map_kpa,altitude_m,airspeed_mps,health_score,anomaly_score,predicted_fault,fault_probability,predicted_cylinder,scenario_rul_sec,scenario_rul_lower_sec,scenario_rul_upper_sec,remaining_mission_sec,p_mission_success,p_rtb_safe,risk_level,decision,action_protocol,egt_1_c,cht_1_c,expected_egt_1_c,expected_cht_1_c,residual_egt_1_c,residual_cht_1_c,egt_2_c,cht_2_c,expected_egt_2_c,expected_cht_2_c,residual_egt_2_c,residual_cht_2_c,egt_3_c,cht_3_c,expected_egt_3_c,expected_cht_3_c,residual_egt_3_c,residual_cht_3_c,egt_4_c,cht_4_c,expected_egt_4_c,expected_cht_4_c,residual_egt_4_c,residual_cht_4_c
2021-06-17 06:35:23,0.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7200.0,0.104,0.716,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.627777777777776,22.96111111111111,-365.1022581238908,-218.90097520595475,393.7300359016686,241.86208631706586,28.633333333333336,20.738888888888887,-90.55661953747428,-86.75420371027329,119.18995287080762,107.49309259916217,28.633333333333336,22.672222222222224,-334.9761153215748,-148.70670847537633,363.60944865490814,171.37893069759855,28.633333333333336,20.33888888888889,-209.15680184729928,-174.41252699845612,237.7901351806326,194.751415887345
2021-06-17 06:35:23,1.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7199.0,0.09,0.711,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.627777777777776,22.96111111111111,-365.1022581238908,-218.90097520595475,393.7300359016686,241.86208631706586,28.633333333333336,20.738888888888887,-90.55661953747428,-86.75420371027329,119.18995287080762,107.49309259916217,28.633333333333336,22.672222222222224,-334.9761153215748,-148.70670847537633,363.60944865490814,171.37893069759855,28.633333333333336,20.33888888888889,-209.15680184729928,-174.41252699845612,237.7901351806326,194.751415887345
2021-06-17 06:35:24,2.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7198.0,0.108,0.685,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.627777777777776,22.96111111111111,-365.1022581238908,-218.90097520595475,393.7300359016686,241.86208631706586,28.633333333333336,20.738888888888887,-90.55661953747428,-86.75420371027329,119.18995287080762,107.49309259916217,28.633333333333336,22.672222222222224,-334.9761153215748,-148.70670847537633,363.60944865490814,171.37893069759855,28.633333333333336,20.33888888888889,-209.15680184729928,-174.41252699845612,237.7901351806326,194.751415887345
2021-06-17 06:35:25,3.0,0.0,99.15346992,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7197.0,0.115,0.689,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.96111111111111,-364.34149495103645,-218.76575364131944,392.99149495103643,241.72686475243054,28.64444444444445,20.738888888888887,-89.8295102681106,-86.69214862902521,118.47395471255504,107.43103751791409,28.64444444444445,22.672222222222224,-334.2107686901798,-148.59845890359395,362.85521313462425,171.27068112581617,28.64444444444445,20.33333333333333,-208.43003794672967,-174.293313608262,237.07448239117412,194.6266469415953
2021-06-17 06:35:26,4.0,0.0,99.15346992,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7196.0,0.098,0.73,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.627777777777776,22.96111111111111,-364.34149495103645,-218.76575364131944,392.96927272881425,241.72686475243054,28.633333333333336,20.738888888888887,-89.8295102681106,-86.69214862902521,118.46284360144394,107.43103751791409,28.633333333333336,22.672222222222224,-334.2107686901798,-148.59845890359395,362.84410202351313,171.27068112581617,28.633333333333336,20.344444444444445,-208.43003794672967,-174.293313608262,237.063371280063,194.63775805270643
2021-06-17 06:35:27,5.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7195.0,0.098,0.698,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.96666666666667,-365.1022581238908,-218.90097520595475,393.7522581238908,241.86764187262142,28.64444444444445,20.75555555555556,-90.55661953747428,-86.75420371027329,119.20106398191872,107.50975926582885,28.64444444444445,22.683333333333334,-334.9761153215748,-148.70670847537633,363.62055976601926,171.39004180870967,28.64444444444445,20.35,-209.15680184729928,-174.41252699845612,237.80124629174372,194.7625269984561
2021-06-17 06:35:28,6.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7194.0,0.095,0.662,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.96666666666667,-365.1022581238908,-218.90097520595475,393.7522581238908,241.86764187262142,28.649999999999995,20.75555555555556,-90.55661953747428,-86.75420371027329,119.20661953747427,107.50975926582885,28.649999999999995,22.683333333333334,-334.9761153215748,-148.70670847537633,363.6261153215748,171.39004180870967,28.649999999999995,20.35,-209.15680184729928,-174.41252699845612,237.80680184729928,194.7625269984561
2021-06-17 06:35:29,7.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7193.0,0.118,0.708,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.977777777777774,-365.1022581238908,-218.90097520595475,393.7522581238908,241.8787529837325,28.649999999999995,20.75555555555556,-90.55661953747428,-86.75420371027329,119.20661953747427,107.50975926582885,28.649999999999995,22.68888888888889,-334.9761153215748,-148.70670847537633,363.6261153215748,171.39559736426523,28.649999999999995,20.361111111111114,-209.15680184729928,-174.41252699845612,237.80680184729928,194.77363810956723
2021-06-17 06:35:30,8.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7192.0,0.099,0.678,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.977777777777774,-365.1022581238908,-218.90097520595475,393.7522581238908,241.8787529837325,28.649999999999995,20.761111111111116,-90.55661953747428,-86.75420371027329,119.20661953747427,107.51531482138441,28.649999999999995,22.68888888888889,-334.9761153215748,-148.70670847537633,363.6261153215748,171.39559736426523,28.649999999999995,20.355555555555554,-209.15680184729928,-174.41252699845612,237.80680184729928,194.76808255401167
2021-06-17 06:35:31,9.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7191.0,0.104,0.693,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.666666666666664,22.977777777777774,-365.1022581238908,-218.90097520595475,393.7689247905575,241.8787529837325,28.666666666666664,20.772222222222226,-90.55661953747428,-86.75420371027329,119.22328620414095,107.52642593249551,28.666666666666664,22.68888888888889,-334.9761153215748,-148.70670847537633,363.6427819882415,171.39559736426523,28.666666666666664,20.366666666666664,-209.15680184729928,-174.41252699845612,237.82346851396593,194.7791936651228
2021-06-17 06:35:32,10.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7190.0,0.106,0.697,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.977777777777774,-365.1022581238908,-218.90097520595475,393.7522581238908,241.8787529837325,28.649999999999995,20.772222222222226,-90.55661953747428,-86.75420371027329,119.20661953747427,107.52642593249551,28.649999999999995,22.70555555555556,-334.9761153215748,-148.70670847537633,363.6261153215748,171.41226403093188,28.649999999999995,20.35,-209.15680184729928,-174.41252699845612,237.80680184729928,194.7625269984561
2021-06-17 06:35:33,11.0,0.0,99.2211977,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7189.0,0.073,0.676,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.994444444444444,-365.86323848720275,-219.03620756643483,394.5132384872027,242.03065201087927,28.649999999999995,20.772222222222226,-91.28394017520996,-86.8162689903468,119.93394017520995,107.58849121256902,28.649999999999995,22.7,-335.7417267279315,-148.81496664806446,364.3917267279315,171.51496664806444,28.649999999999995,20.366666666666664,-209.88372159274175,-174.531750669778,238.53372159274176,194.89841733644468
2021-06-17 06:35:35,12.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7188.0,0.095,0.708,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.666666666666664,22.98333333333333,-365.1022581238908,-218.90097520595475,393.7689247905575,241.88430853928807,28.666666666666664,20.78333333333333,-90.55661953747428,-86.75420371027329,119.22328620414095,107.53753704360662,28.666666666666664,22.70555555555556,-334.9761153215748,-148.70670847537633,363.6427819882415,171.41226403093188,28.666666666666664,20.366666666666664,-209.15680184729928,-174.41252699845612,237.82346851396593,194.7791936651228
2021-06-17 06:35:36,13.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7187.0,0.088,0.711,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.666666666666664,22.994444444444444,-365.1022581238908,-218.90097520595475,393.7689247905575,241.8954196503992,28.666666666666664,20.772222222222226,-90.55661953747428,-86.75420371027329,119.22328620414095,107.52642593249551,28.666666666666664,22.70555555555556,-334.9761153215748,-148.70670847537633,363.6427819882415,171.41226403093188,28.666666666666664,20.366666666666664,-209.15680184729928,-174.41252699845612,237.82346851396593,194.7791936651228
2021-06-17 06:35:37,14.0,0.0,99.18733381,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7186.0,0.1,0.69,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.994444444444444,-365.1022581238908,-218.90097520595475,393.7522581238908,241.8954196503992,28.649999999999995,20.78333333333333,-90.55661953747428,-86.75420371027329,119.20661953747427,107.53753704360662,28.649999999999995,22.70555555555556,-334.9761153215748,-148.70670847537633,363.6261153215748,171.41226403093188,28.649999999999995,20.366666666666664,-209.15680184729928,-174.41252699845612,237.80680184729928,194.7791936651228
2021-06-17 06:35:38,15.0,0.0,99.2211977,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7185.0,0.11,0.702,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,23.005555555555556,-365.86323848720275,-219.03620756643483,394.5132384872027,242.04176312199039,28.649999999999995,20.772222222222226,-91.28394017520996,-86.8162689903468,119.93394017520995,107.58849121256902,28.649999999999995,22.70555555555556,-335.7417267279315,-148.81496664806446,364.3917267279315,171.52052220362,28.649999999999995,20.37777777777778,-209.88372159274175,-174.531750669778,238.53372159274176,194.90952844755577
2021-06-17 06:35:43,16.0,0.0,99.2211977,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7184.0,0.114,0.695,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.994444444444444,-365.86323848720275,-219.03620756643483,394.5132384872027,242.03065201087927,28.649999999999995,20.772222222222226,-91.28394017520996,-86.8162689903468,119.93394017520995,107.58849121256902,28.649999999999995,22.716666666666665,-335.7417267279315,-148.81496664806446,364.3917267279315,171.53163331473112,28.649999999999995,20.366666666666664,-209.88372159274175,-174.531750669778,238.53372159274176,194.89841733644468
2021-06-17 06:35:44,17.0,0.0,99.2211977,340.46160000000003,0.0,0.0,1.0,HEALTHY,0.9996986195864304,0,2000.3177524121866,0.0,2153.531379788023,7183.0,0.113,0.707,LOW (NOMINAL),CONTINUE_MISSION,Maintain scheduled altitude and waypoint loiter plan.,28.649999999999995,22.994444444444444,-365.86323848720275,-219.03620756643483,394.5132384872027,242.03065201087927,28.649999999999995,20.78333333333333,-91.28394017520996,-86.8162689903468,119.93394017520995,107.59960232368013,28.649999999999995,22.716666666666665,-335.7417267279315,-148.81496664806446,364.3917267279315,171.53163331473112,28.649999999999995,20.366666666666664,-209.88372159274175,-174.531750669778,238.53372159274176,194.89841733644468
