flight_id,time_seconds,timestamp,rpm,map_kpa,fuel_flow_lph,oil_temp_c,oil_pressure_kpa,cht_1_c,cht_2_c,cht_3_c,cht_4_c,cht_5_c,cht_6_c,egt_1_c,egt_2_c,egt_3_c,egt_4_c,egt_5_c,egt_6_c,tit_1_c,tit_2_c,altitude_m,airspeed_mps,vertical_speed_mps,ambient_temp_c,voltage_1,voltage_2,current_1,current_2,fuel_qty_l_litres,fuel_qty_r_litres,pitch_deg,roll_deg,operating_regime,expected_fuel_flow_lph,residual_fuel_flow_lph,expected_oil_pressure_kpa,residual_oil_pressure_kpa,expected_egt_1_c,residual_egt_1_c,expected_cht_1_c,residual_cht_1_c,expected_egt_2_c,residual_egt_2_c,expected_cht_2_c,residual_cht_2_c,expected_egt_3_c,residual_egt_3_c,expected_cht_3_c,residual_cht_3_c,expected_egt_4_c,residual_egt_4_c,expected_cht_4_c,residual_cht_4_c
FLIGHT_02,0.0, ,0.0,102.06576446,0.0,21.272222222222226,2.41316495,19.89444444444445,20.6,19.183333333333334,20.411111111111108,19.22222222222221,20.694444444444443,19.81111111111111,20.4,19.577777777777776,20.52777777777778,19.688888888888886,20.933333333333337,19.677777777777777,18.966666666666665,88.75776,0.0,-0.08128,21.2,23.3,22.7,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.44181189537,18693.44181189537,-995.9882306085265,998.4013955585265,3963.813406935624,-3944.0022958245127,-1872.5235691219139,1892.4180135663582,7401.472570419569,-7381.072570419569,-1980.8449748881158,2001.4449748881157,4282.573658041803,-4262.995880264026,-261.0563852026288,280.23971853596214,-323.03735765426245,343.5651354320402,-616.9457451246816,637.3568562357927
FLIGHT_02,1.0, ,0.0,102.06576446,0.0,21.272222222222226,2.41316495,19.89444444444445,20.6,19.183333333333334,20.411111111111108,19.22222222222221,20.694444444444443,19.81111111111111,20.4,19.577777777777776,20.52777777777778,19.688888888888886,20.933333333333337,19.677777777777777,18.966666666666665,88.75776,0.0,-0.08128,21.2,23.3,22.7,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.44181189537,18693.44181189537,-995.9882306085265,998.4013955585265,3963.813406935624,-3944.0022958245127,-1872.5235691219139,1892.4180135663582,7401.472570419569,-7381.072570419569,-1980.8449748881158,2001.4449748881157,4282.573658041803,-4262.995880264026,-261.0563852026288,280.23971853596214,-323.03735765426245,343.5651354320402,-616.9457451246816,637.3568562357927
FLIGHT_02,2.0,2022-04-17 12:48:47,0.0,102.06576446,0.0,21.272222222222226,2.41316495,19.89444444444445,20.6,19.183333333333334,20.411111111111108,19.22222222222221,20.694444444444443,19.81111111111111,20.4,19.577777777777776,20.52777777777778,19.688888888888886,20.933333333333337,19.677777777777777,18.966666666666665,88.75776,0.0,-0.08128,21.2,23.3,22.7,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.44181189537,18693.44181189537,-995.9882306085265,998.4013955585265,3963.813406935624,-3944.0022958245127,-1872.5235691219139,1892.4180135663582,7401.472570419569,-7381.072570419569,-1980.8449748881158,2001.4449748881157,4282.573658041803,-4262.995880264026,-261.0563852026288,280.23971853596214,-323.03735765426245,343.5651354320402,-616.9457451246816,637.3568562357927
FLIGHT_02,3.0,2022-04-17 12:48:48,0.0,102.09962835,0.0,21.272222222222226,2.41316495,19.89444444444445,20.6,19.183333333333334,20.411111111111108,19.22222222222221,20.694444444444443,19.81111111111111,20.4,19.577777777777776,20.52777777777778,19.688888888888886,20.933333333333337,19.677777777777777,18.966666666666665,88.75776,0.0,-0.08128,21.2,23.3,22.7,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.593311772955,18693.593311772955,-995.9882306085265,998.4013955585265,3962.5406885233206,-3942.7295774122094,-1873.0499124922628,1892.9443569367072,7400.894402564461,-7380.494402564462,-1980.8640416912472,2001.464041691247,4281.227305436031,-4261.649527658254,-261.0780720220931,280.26140535542646,-325.5156094804444,346.0433872582222,-617.0882111272322,637.4993222383433
FLIGHT_02,4.0,2022-04-17 12:48:49,0.0,102.06576446,0.0,21.272222222222226,2.41316495,19.89444444444445,20.6,19.183333333333334,20.411111111111108,19.22222222222221,20.694444444444443,19.81111111111111,20.4,19.577777777777776,20.52777777777778,19.688888888888886,20.933333333333337,19.677777777777777,18.966666666666665,88.75776,0.0,-0.014986,21.2,23.3,22.7,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.44181189537,18693.44181189537,-995.9882306085265,998.4013955585265,3963.813406935624,-3944.0022958245127,-1872.5235691219139,1892.4180135663582,7401.472570419569,-7381.072570419569,-1980.8449748881158,2001.4449748881157,4282.573658041803,-4262.995880264026,-261.0563852026288,280.23971853596214,-323.03735765426245,343.5651354320402,-616.9457451246816,637.3568562357927
FLIGHT_02,5.0,2022-04-17 12:48:50,0.0,102.03190057,0.0,21.272222222222226,2.41316495,19.89444444444445,20.6,19.183333333333334,20.411111111111108,19.22222222222221,20.694444444444443,19.81111111111111,20.4,19.577777777777776,20.52777777777778,19.688888888888886,20.933333333333337,19.677777777777777,18.966666666666665,88.75776,0.0,-0.071628,21.2,23.3,22.7,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.290218290535,18693.290218290535,-995.9882306085265,998.4013955585265,3965.0858989272315,-3945.2747878161204,-1871.9972349516145,1891.8916793960589,7402.050538255805,-7381.650538255805,-1980.8259163423945,2001.4259163423944,4283.919746170599,-4264.341968392821,-261.03470520085,280.21803853418334,-320.55929939431104,341.0870771720888,-616.8032875971646,637.2143987082758
FLIGHT_02,6.0,2022-04-17 12:48:51,0.0,102.06576446,0.0,21.27777777777777,2.41316495,19.899999999999995,20.60555555555556,19.188888888888894,20.416666666666668,19.22222222222221,20.700000000000003,19.8,20.416666666666668,19.58888888888889,20.538888888888888,19.70555555555556,20.938888888888886,19.694444444444446,18.966666666666665,88.75776,0.0,-0.0809244,21.2,23.6,23.0,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.44181189537,18693.44181189537,-996.0482863543696,998.4614513043696,3963.813406935624,-3944.0134069356236,-1872.5235691219139,1892.423569121914,7401.472570419569,-7381.055903752902,-1980.8449748881158,2001.4505304436714,4282.573658041803,-4262.984769152915,-261.0563852026288,280.2452740915177,-323.03735765426245,343.57624654315134,-616.9457451246816,637.3624117913482
FLIGHT_02,7.0,2022-04-17 12:48:52,0.0,102.03190057,0.0,21.27777777777777,2.48211252,19.899999999999995,20.616666666666667,19.194444444444443,20.422222222222224,19.22777777777777,20.705555555555552,19.822222222222223,20.416666666666668,19.58888888888889,20.544444444444448,19.70555555555556,20.95,19.7,18.972222222222225,88.75776,0.0,-0.0686816,21.2,23.9,23.2,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.290218290535,18693.290218290535,-996.0482863543696,998.5303988743696,3965.0858989272315,-3945.2636767050094,-1871.9972349516145,1891.8972349516146,7402.050538255805,-7381.633871589138,-1980.8259163423945,2001.442583009061,4283.919746170599,-4264.33085728171,-261.03470520085,280.22914964529446,-320.55929939431104,341.10374383875546,-616.8032875971646,637.2255098193868
FLIGHT_02,8.0,2022-04-17 12:48:53,0.0,102.03190057,0.0,21.288888888888884,2.48211252,19.91111111111111,20.611111111111107,19.2,20.427777777777774,19.23333333333333,20.700000000000003,19.816666666666663,20.422222222222224,19.58888888888889,20.544444444444448,19.711111111111112,20.961111111111112,19.7,18.966666666666665,88.75776,0.0,-0.0774192,21.2,24.0,23.4,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.290218290535,18693.290218290535,-996.1683883400402,998.6505008600402,3965.0858989272315,-3945.269232260565,-1871.9972349516145,1891.9083460627255,7402.050538255805,-7381.628316033582,-1980.8259163423945,2001.4370274535056,4283.919746170599,-4264.33085728171,-261.03470520085,280.23470520085,-320.55929939431104,341.10374383875546,-616.8032875971646,637.2310653749424
FLIGHT_02,9.0,2022-04-17 12:48:54,0.0,102.03190057,0.0,21.28333333333333,2.48211252,19.91111111111111,20.616666666666667,19.2,20.427777777777774,19.23333333333333,20.705555555555552,19.827777777777776,20.422222222222224,19.60555555555556,20.55,19.72222222222222,20.95555555555556,19.716666666666665,18.966666666666665,88.75776,0.0,-0.0811276,21.2,24.2,23.5,-4.8,,174.128952,171.21418476,3.28,-0.51,STARTUP,-18693.290218290535,18693.290218290535,-996.1083389315409,998.5904514515408,3965.0858989272315,-3945.258121149454,-1871.9972349516145,1891.9083460627255,7402.050538255805,-7381.628316033582,-1980.8259163423945,2001.442583009061,4283.919746170599,-4264.314190615043,-261.03470520085,280.23470520085,-320.55929939431104,341.10929939431105,-616.8032875971646,637.2310653749424
