flight_id,time_seconds,timestamp,rpm,map_kpa,fuel_flow_lph,oil_temp_c,oil_pressure_kpa,cht_1_c,cht_2_c,cht_3_c,cht_4_c,cht_5_c,cht_6_c,egt_1_c,egt_2_c,egt_3_c,egt_4_c,egt_5_c,egt_6_c,tit_1_c,tit_2_c,altitude_m,airspeed_mps,vertical_speed_mps,ambient_temp_c,voltage_1,voltage_2,current_1,current_2,fuel_qty_l_litres,fuel_qty_r_litres,pitch_deg,roll_deg,operating_regime,expected_fuel_flow_lph,residual_fuel_flow_lph,expected_oil_pressure_kpa,residual_oil_pressure_kpa,expected_egt_1_c,residual_egt_1_c,expected_cht_1_c,residual_cht_1_c,expected_egt_2_c,residual_egt_2_c,expected_cht_2_c,residual_cht_2_c,expected_egt_3_c,residual_egt_3_c,expected_cht_3_c,residual_cht_3_c,expected_egt_4_c,residual_egt_4_c,expected_cht_4_c,residual_cht_4_c
FLIGHT_04,0.0,2021-12-04 10:20:38,0.0,43.41350698,10.7884242,43.0,374.73004295,109.60555555555555,104.98333333333332,107.03888888888888,104.21111111111112,102.92222222222222,96.71111111111112,561.75,562.6833333333333,558.811111111111,557.25,592.1944444444445,582.1222222222221,520.3944444444445,530.7555555555556,27.645360000000004,0.0,-0.294894,7.2,25.4,24.6,-7.1,,174.128952,174.128952,-0.33,0.45,TAXI,-18290.380233124306,18301.168657324306,-1206.638572100843,1581.368615050843,6840.177289867511,-6278.427289867511,-419.6299112510731,529.2354668066287,9446.557387690977,-8883.874054357644,-1882.1093962752736,1987.092729608607,7619.8279657953535,-7061.016854684242,32.41178514392318,74.6271037449657,5253.391343521391,-4696.141343521391,-220.84444533615874,325.05555644726985
FLIGHT_04,1.0,2021-12-04 10:20:39,1093.1,43.31191531,10.7884242,43.0,374.73004295,109.60555555555555,104.98333333333332,107.03888888888888,104.21111111111112,102.92222222222222,96.71111111111112,561.75,562.6833333333333,558.811111111111,557.25,592.1944444444445,582.1222222222221,520.3944444444445,530.7555555555556,27.7368,0.0,-0.294894,7.2,25.4,24.6,-7.1,,174.128952,174.128952,-0.33,0.45,TAXI,-5250.670136637952,5261.458560837952,17.338603729506616,357.39143922049334,2225.4500224966337,-1663.7000224966337,473.7147252875735,-364.10916973201796,2995.9640971830377,-2433.2807638497043,-216.0984440777615,321.08177741109483,2636.0408396122816,-2077.2297285011705,645.8113778452703,-538.7724889563814,1594.8753051176002,-1037.6253051176002,377.81309647100096,-273.60198535988985
FLIGHT_04,2.0,2021-12-04 10:20:40,1092.8,43.48123476,10.67486184,43.07777777777778,374.3853051,109.7222222222222,105.10555555555555,107.13888888888889,104.3111111111111,103.03888888888888,96.8,562.1944444444445,562.4722222222223,558.9833333333333,556.7333333333332,591.8166666666666,581.3166666666666,520.4333333333333,531.1111111111111,24.26208,0.0,-0.294894,7.2,25.3,24.6,-7.1,,174.128952,174.128952,-0.33,0.45,TAXI,-5254.228811253803,5264.903673093802,16.534122620089505,357.85118247991045,2221.231359750799,-1659.0369153063548,471.6738546021613,-361.95163237993916,2994.1824251401804,-2431.710202917958,-216.92319714451884,322.0287527000744,2632.5288284299922,-2073.5454950966587,645.1180523409914,-537.9791634521025,1585.4606356944569,-1028.7273023611237,376.8933953116748,-272.58228420056366
FLIGHT_04,3.0,2021-12-04 10:20:41,1093.7,43.44737087,10.67486184,43.16666666666666,374.10951482,109.85,105.23333333333332,107.2222222222222,104.41666666666666,103.15,96.89444444444445,562.6055555555556,561.6333333333333,559.4333333333333,556.3944444444444,590.8666666666667,581.161111111111,519.9333333333333,531.0888888888888,24.29256,0.0,-0.294894,7.2,25.3,24.5,-7.0,,174.128952,174.128952,-0.33,0.45,TAXI,-5246.49434097963,5257.169202819629,16.581493577752923,357.52802124224706,2219.1478368934218,-1656.5422813378661,472.2306701442521,-362.3806701442521,2990.6726925796156,-2429.0393592462824,-216.0899647417345,321.3232980750678,2630.156971818263,-2070.72363848493,645.2277312655747,-538.0055090433525,1584.7088568804847,-1028.3144124360404,377.1370266524061,-272.7203599857395
FLIGHT_04,4.0,2021-12-04 10:20:42,1096.9,43.27805142,10.56129948,43.27777777777778,374.04056725,109.9722222222222,105.34444444444443,107.3111111111111,104.5111111111111,103.24444444444444,96.98333333333332,563.3555555555555,561.1277777777777,559.1388888888889,555.5,589.6555555555556,581.3611111111111,519.5388888888889,531.1888888888889,24.29256,0.0,-0.294894,7.2,25.2,24.5,-6.9,,174.128952,174.128952,-0.33,0.45,TAXI,-5218.734301087312,5229.295600567312,18.251053955076117,355.78951329492384,2209.5045678019565,-1646.149012246401,474.5794149538768,-364.60719273165455,2975.7219961726023,-2414.5942183948246,-213.15845459559984,318.50289904004427,2620.0657577979878,-2060.9268689090986,645.5936024539938,-538.2824913428826,1579.3840791313019,-1023.8840791313019,378.0749897402909,-273.5638786291798
FLIGHT_04,5.0,2021-12-04 10:20:43,1099.6,43.21032364,10.5991536,43.388888888888886,374.04056725,110.08888888888887,105.45555555555556,107.39444444444445,104.62222222222222,103.35555555555555,97.06666666666666,563.5500000000001,560.7722222222222,558.8055555555555,554.5611111111111,589.0166666666667,580.6333333333333,518.9722222222222,531.0444444444445,24.29256,0.0,-0.1106932,7.2,25.2,24.4,-6.9,,174.128952,174.128952,-0.33,0.45,TAXI,-5195.830162123749,5206.429315723749,19.529579760190558,354.5109874898094,2203.8028336241855,-1640.2528336241853,475.9408123905418,-365.8519235016529,2966.030874676547,-2405.2586524543244,-210.68508882055988,316.14064437611546,2613.3080553541804,-2054.5024997986247,645.8924248196677,-538.4979803752233,1577.4275736814623,-1022.8664625703511,378.7159956832704,-274.0937734610482
FLIGHT_04,6.0,2021-12-04 10:20:44,1100.1,43.14259586,10.523445359999998,43.516666666666666,373.90267211,110.2,105.56666666666666,107.48333333333332,104.71666666666668,103.45555555555556,97.15555555555557,563.0888888888888,561.161111111111,558.3277777777778,554.7388888888888,589.3555555555555,580.1777777777777,519.1222222222221,530.7944444444444,24.29256,0.0,0.1133856,7.2,25.1,24.4,-6.9,,174.128952,174.128952,-0.33,0.45,TAXI,-5191.251841811468,5201.775287171467,18.984172283167425,354.9184998268326,2201.367202026147,-1638.278313137258,476.6377363018691,-366.4377363018691,2962.470806999142,-2401.309695888031,-210.23474478481296,315.8014114514796,2611.0933914832126,-2052.7656137054346,645.949120012689,-538.4657866793557,1575.7969119676295,-1021.0580230787407,378.9394264144578,-274.2227597477911
FLIGHT_04,7.0,2021-12-04 10:20:45,1096.8,43.14259586,10.5991536,43.65,373.35109155,110.31666666666666,105.67777777777778,107.56666666666666,104.80555555555556,103.5611111111111,97.24444444444444,562.9888888888889,561.4333333333333,558.4388888888889,554.6888888888889,589.4888888888888,581.4722222222223,519.3666666666667,530.8166666666667,24.32304,0.0,0.312928,7.2,25.2,24.4,-6.6,,174.128952,174.128952,-0.33,0.45,TAXI,-5218.727452617189,5229.326606217189,15.457359208731233,357.89373234126873,2212.47622770412,-1649.487338815231,475.65141102532897,-365.3347443586623,2977.278669000197,-2415.845335666864,-213.26195405149303,318.93973182927084,2622.8524088275362,-2064.4135199386474,645.5934802599864,-538.0268135933197,1585.600086314728,-1030.9111974258392,378.32005004172015,-273.5144944861646
FLIGHT_04,8.0,2021-12-04 10:20:46,1075.0,43.71828199,11.12911128,43.81666666666667,372.04108772,110.42777777777778,105.78888888888888,107.65555555555557,104.89444444444445,103.65555555555557,97.31666666666666,562.7611111111111,561.3722222222223,558.1277777777779,554.7611111111111,590.1888888888889,581.6444444444445,519.1333333333333,530.7055555555555,24.353520000000003,0.0,0.05842,7.2,25.7,25.1,-5.3,,174.128952,174.128952,-0.33,0.45,TAXI,-5405.615636812252,5416.744748092252,-2.814779832784893,374.8558675527849,2280.0972401699023,-1717.3361290587914,464.1062079534649,-353.67843017568714,3075.707297770526,-2514.335075548304,-233.52513244857155,339.3140213374604,2694.6630152446537,-2136.535237466876,642.9586955677343,-535.3031400121787,1632.7539669938958,-1077.9928558827846,372.8975281454802,-268.00308370103573
FLIGHT_04,9.0,2021-12-04 10:20:47,1048.4,44.59874313,11.50765248,43.988888888888894,369.90371305,110.54444444444444,105.9,107.73333333333332,104.97777777777776,103.76111111111112,97.4,560.6055555555555,562.1833333333334,556.0555555555555,553.5222222222221,590.3444444444443,583.7388888888889,519.5944444444444,529.2611111111111,24.32304,0.0,-0.1105408,7.2,26.1,25.9,-4.2,,174.128952,174.128952,-0.33,0.45,TAXI,-5639.0233033813665,5650.530955861366,-25.293617817962854,395.1973308679629,2355.120928015398,-1794.5153724598426,447.6813779813155,-337.1369335368711,3191.7427103651517,-2629.5593770318183,-258.9716929003356,364.8716929003356,2776.136432631395,-2220.0808770758395,639.1709468458413,-531.4376135125079,1675.0105427622186,-1121.4883205399965,365.4262197235469,-260.44844194576916
