flight_id,time_seconds,timestamp,rpm,map_kpa,fuel_flow_lph,oil_temp_c,oil_pressure_kpa,cht_1_c,cht_2_c,cht_3_c,cht_4_c,cht_5_c,cht_6_c,egt_1_c,egt_2_c,egt_3_c,egt_4_c,egt_5_c,egt_6_c,tit_1_c,tit_2_c,altitude_m,airspeed_mps,vertical_speed_mps,ambient_temp_c,voltage_1,voltage_2,current_1,current_2,fuel_qty_l_litres,fuel_qty_r_litres,pitch_deg,roll_deg,operating_regime,expected_fuel_flow_lph,residual_fuel_flow_lph,expected_oil_pressure_kpa,residual_oil_pressure_kpa,expected_egt_1_c,residual_egt_1_c,expected_cht_1_c,residual_cht_1_c,expected_egt_2_c,residual_egt_2_c,expected_cht_2_c,residual_cht_2_c,expected_egt_3_c,residual_egt_3_c,expected_cht_3_c,residual_cht_3_c,expected_egt_4_c,residual_egt_4_c,expected_cht_4_c,residual_cht_4_c,egt_mean_c,egt_std_c,egt_max_c,egt_min_c,egt_spread_c,egt_dev_mean_cyl1_c,egt_dev_mean_cyl2_c,egt_dev_mean_cyl3_c,egt_dev_mean_cyl4_c,cht_mean_c,cht_std_c,cht_max_c,cht_min_c,cht_spread_c,cht_dev_mean_cyl1_c,cht_dev_mean_cyl2_c,cht_dev_mean_cyl3_c,cht_dev_mean_cyl4_c,degt_dt_cyl1_cps,degt_dt_cyl2_cps,degt_dt_cyl3_cps,degt_dt_cyl4_cps,dcht_dt_cyl1_cps,dcht_dt_cyl2_cps,dcht_dt_cyl3_cps,dcht_dt_cyl4_cps,doil_temp_dt_cps,doil_press_dt_kpaps,oil_hydraulic_index,thermal_stress_ratio
FLIGHT_05,0.0,2021-06-13 03:22:06,0.0,102.33667558,0.0,25.294444444444444,0.82737084,25.566666666666663,25.72777777777777,25.533333333333328,25.46111111111111,24.80555555555556,24.85,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.65118655313,18694.65118655313,-1038.6392668008946,1039.4666376408943,4012.430646600644,-3989.019535489533,-1846.109322126457,1871.675988793124,7501.976322741614,-7478.565211630503,-2009.1823551100067,2034.9101328877848,4388.703736108141,-4365.29262499703,-271.3298653476629,296.8631986809962,-244.79227749799333,268.2033886091045,-631.5175818699458,656.978692981057,23.41111111111111,0.0,23.41111111111111,23.41111111111111,0.0,0.0,0.0,0.0,0.0,25.57222222222222,0.1126741907050076,25.72777777777777,25.46111111111111,0.26666666666666217,-0.005555555555556424,0.15555555555555145,-0.038888888888891415,-0.11111111111111072,0.0,0.0,0.0,0.0,0.0055555555555582,-0.0027777777777746593,0.0,-0.002777777777778212,0.0018518518518533256,0.0,0.010654978726060476,0.9154898978926788
FLIGHT_05,1.0,2021-06-13 03:22:06,0.0,102.33667558,0.0,25.300000000000004,0.82737084,25.57777777777778,25.72222222222222,25.533333333333328,25.455555555555552,24.80555555555556,24.838888888888885,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.65118655313,18694.65118655313,-1038.6970284283475,1039.5243992683477,4012.430646600644,-3989.019535489533,-1846.109322126457,1871.6870999042349,7501.976322741614,-7478.565211630503,-2009.1823551100067,2034.9045773322289,4388.703736108141,-4365.29262499703,-271.3298653476629,296.8631986809962,-244.79227749799333,268.2033886091045,-631.5175818699458,656.9731374255014,23.41111111111111,0.0,23.41111111111111,23.41111111111111,0.0,0.0,0.0,0.0,0.0,25.57222222222222,0.11203321083151388,25.72222222222222,25.455555555555552,0.26666666666666927,0.005555555555559977,0.15000000000000213,-0.038888888888891415,-0.11666666666666714,0.0,0.0,0.0,0.0,0.0037037037037054668,-0.0018518518518497729,0.0,0.0018518518518533256,0.00416666666666643,0.0,0.010655570685766209,0.9154898978926788
FLIGHT_05,2.0,2021-06-13 03:22:07,0.0,102.37053947,0.0,25.300000000000004,0.82737084,25.57777777777778,25.72222222222222,25.533333333333328,25.46666666666667,24.80555555555556,24.85555555555555,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.801936612737,18694.801936612737,-1038.6970284283475,1039.5243992683477,4011.15576285485,-3987.744651743739,-1846.6369704643505,1872.214748242128,7501.396175285967,-7477.985064174855,-2009.203246378951,2034.9254686011727,4387.354296959953,-4363.9431858488415,-271.3536337155989,296.8869670489322,-247.27230008977375,270.6834112008849,-631.6613426671096,657.1280093337763,23.41111111111111,0.0,23.41111111111111,23.41111111111111,0.0,0.0,0.0,0.0,0.0,25.575,0.10825020552352183,25.72222222222222,25.46666666666667,0.25555555555555287,0.0027777777777799884,0.14722222222222214,-0.041666666666671404,-0.10833333333333073,0.00555555555555524,0.00555555555555524,0.007407407407408566,0.00555555555555524,0.0037037037037054668,0.0,0.0037037037037054668,0.0018518518518533256,0.00222222222222328,0.0,0.010655570685766209,0.9153904637775606
FLIGHT_05,3.0,2021-06-13 03:22:08,0.0,102.33667558,0.0,25.31111111111111,0.82737084,25.57777777777778,25.72777777777777,25.544444444444444,25.46666666666667,24.80555555555556,24.85,23.427777777777777,23.427777777777777,23.433333333333337,23.427777777777777,23.427777777777777,23.427777777777777,23.427777777777777,23.433333333333337,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.65118655313,18694.65118655313,-1038.812542177238,1039.639913017238,4012.430646600644,-3989.002868822866,-1846.109322126457,1871.6870999042349,7501.976322741614,-7478.548544963836,-2009.1823551100067,2034.9101328877848,4388.703736108141,-4365.270402774808,-271.3298653476629,296.87430979210734,-244.79227749799333,268.2200552757712,-631.5175818699458,656.9842485366125,23.429166666666667,0.0027777777777799884,23.433333333333337,23.427777777777777,0.005555555555559977,-0.0013888888888899942,-0.0013888888888899942,0.0041666666666699825,-0.0013888888888899942,25.579166666666666,0.10946700275131857,25.72777777777777,25.46666666666667,0.2611111111111022,-0.0013888888888864415,0.14861111111110503,-0.03472222222222143,-0.11249999999999716,0.0018518518518521414,0.0018518518518521414,0.0,0.0018518518518521414,0.0037037037037030984,0.0018518518518497729,0.0,0.007407407407406197,-0.0022222222222225696,0.0,0.01065675470384219,0.9159472226747027
FLIGHT_05,4.0,2021-06-13 03:22:09,0.0,102.33667558,0.0,25.30555555555556,0.82737084,25.58888888888889,25.72777777777777,25.533333333333328,25.47777777777777,24.80555555555556,24.85555555555555,23.416666666666668,23.416666666666668,23.41111111111111,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.41111111111111,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.65118655313,18694.65118655313,-1038.7547868871288,1039.5821577271288,4012.430646600644,-3989.0139799339777,-1846.109322126457,1871.698211015346,7501.976322741614,-7478.559656074947,-2009.1823551100067,2034.9101328877848,4388.703736108141,-4365.29262499703,-271.3298653476629,296.8631986809962,-244.79227749799333,268.20894416466,-631.5175818699458,656.9953596477236,23.415277777777778,0.0027777777777782116,23.416666666666668,23.41111111111111,0.005555555555556424,0.0013888888888899942,0.0013888888888899942,-0.00416666666666643,0.0013888888888899942,25.581944444444442,0.10728361320607832,25.72777777777777,25.47777777777777,0.25,0.006944444444446418,0.1458333333333286,-0.04861111111111427,-0.1041666666666714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005555555555556424,-0.0011111111111119954,0.0,0.010656162678359504,0.9153048482545199
FLIGHT_05,5.0,2021-06-13 03:22:10,0.0,102.33667558,0.0,25.28333333333333,0.82737084,25.57777777777778,25.72222222222222,25.533333333333328,25.45,24.8,24.838888888888885,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,23.41111111111111,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.65118655313,18694.65118655313,-1038.5237340399735,1039.3511048799735,4012.430646600644,-3989.019535489533,-1846.109322126457,1871.6870999042349,7501.976322741614,-7478.565211630503,-2009.1823551100067,2034.9045773322289,4388.703736108141,-4365.29262499703,-271.3298653476629,296.8631986809962,-244.79227749799333,268.2033886091045,-631.5175818699458,656.9675818699459,23.41111111111111,0.0,23.41111111111111,23.41111111111111,0.0,0.0,0.0,0.0,0.0,25.570833333333333,0.11397918732835852,25.72222222222222,25.45,0.27222222222222214,0.006944444444446418,0.15138888888888857,-0.037500000000004974,-0.12083333333333357,0.0,0.0018518518518533256,0.0,0.0,0.0,-0.0018518518518497729,-0.0037037037037054668,-0.0018518518518533256,-0.0011111111111119954,-0.013789514000000013,0.010653794905304395,0.9155396230514367
FLIGHT_05,6.0,2021-06-13 03:22:11,0.0,102.33667558,0.0,25.294444444444444,0.82737084,25.57777777777778,25.72222222222222,25.533333333333328,25.46111111111111,24.79444444444444,24.85,23.427777777777777,23.433333333333337,23.433333333333337,23.427777777777777,23.427777777777777,23.433333333333337,23.433333333333337,23.433333333333337,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.65118655313,18694.65118655313,-1038.6392668008946,1039.4666376408943,4012.430646600644,-3989.002868822866,-1846.109322126457,1871.6870999042349,7501.976322741614,-7478.542989408281,-2009.1823551100067,2034.9045773322289,4388.703736108141,-4365.270402774808,-271.3298653476629,296.8631986809962,-244.79227749799333,268.2200552757712,-631.5175818699458,656.978692981057,23.430555555555557,0.0032075014955004733,23.433333333333337,23.427777777777777,0.005555555555559977,-0.0027777777777799884,0.0027777777777799884,0.0027777777777799884,-0.0027777777777799884,25.57361111111111,0.11012292047148488,25.72222222222222,25.46111111111111,0.26111111111111285,0.0041666666666699825,0.14861111111111214,-0.04027777777778141,-0.11250000000000071,0.0,0.0,0.0,0.0,-0.007407407407408566,-0.0018518518518497729,0.0,-0.009259259259257155,-0.004444444444445139,-0.013789514000000013,0.010654978726060476,0.9162005105088797
FLIGHT_05,7.0,2021-06-13 03:22:12,0.0,102.33667558,0.0,25.294444444444444,0.75842327,25.566666666666663,25.72222222222222,25.533333333333328,25.45,24.80555555555556,24.85,23.416666666666668,23.416666666666668,23.41111111111111,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.41111111111111,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.65118655313,18694.65118655313,-1038.6392668008946,1039.397690070895,4012.430646600644,-3989.0139799339777,-1846.109322126457,1871.675988793124,7501.976322741614,-7478.559656074947,-2009.1823551100067,2034.9045773322289,4388.703736108141,-4365.29262499703,-271.3298653476629,296.8631986809962,-244.79227749799333,268.20894416466,-631.5175818699458,656.9675818699459,23.415277777777778,0.0027777777777782116,23.416666666666668,23.41111111111111,0.005555555555556424,0.0013888888888899942,0.0013888888888899942,-0.00416666666666643,0.0013888888888899942,25.568055555555553,0.11388888888888936,25.72222222222222,25.45,0.27222222222222214,-0.0013888888888899942,0.15416666666666856,-0.034722222222224985,-0.11805555555555358,0.00555555555555524,0.00555555555555524,0.007407407407408566,0.00555555555555524,-0.005555555555552871,0.0,-0.0018518518518497729,0.0037037037037030984,0.0011111111111098636,-0.013789514000000013,0.009767063832222101,0.9158020533434734
FLIGHT_05,8.0,2021-06-13 03:22:13,0.0,102.37053947,0.0,25.288888888888884,0.75842327,25.56111111111112,25.72222222222222,25.52777777777778,25.46111111111111,24.80555555555556,24.85,23.427777777777777,23.427777777777777,23.433333333333337,23.427777777777777,23.427777777777777,23.427777777777777,23.427777777777777,23.433333333333337,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.801936612737,18694.801936612737,-1038.5815020047698,1039.33992527477,4011.15576285485,-3987.727985077072,-1846.6369704643505,1872.1980815754612,7501.396175285967,-7477.968397508189,-2009.203246378951,2034.9254686011727,4387.354296959953,-4363.92096362662,-271.3536337155989,296.8814114933767,-247.27230008977375,270.7000778675516,-631.6613426671096,657.1224537782207,23.429166666666667,0.0027777777777799884,23.433333333333337,23.427777777777777,0.005555555555559977,-0.0013888888888899942,-0.0013888888888899942,0.0041666666666699825,-0.0013888888888899942,25.56805555555556,0.11086778913041741,25.72222222222222,25.46111111111111,0.26111111111111285,-0.006944444444439313,0.15416666666666146,-0.04027777777778141,-0.10694444444445139,-0.0037037037037030984,-0.005555555555556424,-0.007407407407408566,-0.0037037037037030984,0.0018518518518497729,0.00555555555555524,0.0037037037037054668,0.007407407407407381,0.005555555555555714,-0.013789514000000013,0.009766521232637106,0.9163452659025475
FLIGHT_05,9.0,2021-06-13 03:22:14,0.0,102.37053947,0.0,25.31111111111111,0.75842327,25.58333333333333,25.738888888888887,25.544444444444444,25.48333333333333,24.80555555555556,24.866666666666667,23.416666666666668,23.416666666666668,23.41111111111111,23.416666666666668,23.416666666666668,23.416666666666668,23.416666666666668,23.41111111111111,-34.5948,0.0,0.08128,19.5,23.7,23.0,-10.2,,174.128952,174.128952,0.97,-0.32,STARTUP,-18694.801936612737,18694.801936612737,-1038.812542177238,1039.5709654472382,4011.15576285485,-3987.7390961881833,-1846.6369704643505,1872.2203037976835,7501.396175285967,-7477.9795086193,-2009.203246378951,2034.94213526784,4387.354296959953,-4363.9431858488415,-271.3536337155989,296.8980781600433,-247.27230008977375,270.68896675644044,-631.6613426671096,657.1446760004429,23.415277777777778,0.0027777777777782116,23.416666666666668,23.41111111111111,0.005555555555556424,0.0013888888888899942,0.0013888888888899942,-0.00416666666666643,0.0013888888888899942,25.5875,0.10899607347479005,25.738888888888887,25.48333333333333,0.2555555555555564,-0.0041666666666699825,0.15138888888888857,-0.04305555555555429,-0.10416666666666785,-0.0018518518518521414,-0.0018518518518521414,0.0,-0.0018518518518521414,0.0037037037037054668,0.0018518518518497729,0.0037037037037054668,0.005555555555556424,0.0044444444444437185,-0.013789514000000013,0.00976869181185534,0.9151061173533084
