flight_id,time_seconds,timestamp,rpm,map_kpa,fuel_flow_lph,oil_temp_c,oil_pressure_kpa,cht_1_c,cht_2_c,cht_3_c,cht_4_c,cht_5_c,cht_6_c,egt_1_c,egt_2_c,egt_3_c,egt_4_c,egt_5_c,egt_6_c,tit_1_c,tit_2_c,altitude_m,airspeed_mps,vertical_speed_mps,ambient_temp_c,voltage_1,voltage_2,current_1,current_2,fuel_qty_l_litres,fuel_qty_r_litres,pitch_deg,roll_deg,data_origin,fault_active,fault_id,fault_type,fault_cylinder,fault_severity,scenario_rul_sec
FLIGHT_04,0.0,2021-12-04 10:20:38,0.0,43.41350698,10.7884242,43.0,374.73004295,109.60555555555555,104.98333333333332,107.03888888888888,104.21111111111112,102.92222222222222,96.71111111111112,561.75,562.6833333333333,558.811111111111,557.25,592.1944444444445,582.1222222222221,520.3944444444445,530.7555555555556,27.645360000000004,0.0,-0.294894,7.2,25.4,24.6,-7.1,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
FLIGHT_04,1.0,2021-12-04 10:20:39,1093.1,43.31191531,10.7884242,43.0,374.73004295,109.60555555555555,104.98333333333332,107.03888888888888,104.21111111111112,102.92222222222222,96.71111111111112,561.75,562.6833333333333,558.811111111111,557.25,592.1944444444445,582.1222222222221,520.3944444444445,530.7555555555556,27.7368,0.0,-0.294894,7.2,25.4,24.6,-7.1,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
FLIGHT_04,2.0,2021-12-04 10:20:40,1092.8,43.48123476,10.67486184,43.07777777777778,374.3853051,109.7222222222222,105.10555555555555,107.13888888888889,104.3111111111111,103.03888888888888,96.8,562.1944444444445,562.4722222222223,558.9833333333333,556.7333333333332,591.8166666666666,581.3166666666666,520.4333333333333,531.1111111111111,24.26208,0.0,-0.294894,7.2,25.3,24.6,-7.1,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
FLIGHT_04,3.0,2021-12-04 10:20:41,1093.7,43.44737087,10.67486184,43.16666666666666,374.10951482,109.85,105.23333333333332,107.2222222222222,104.41666666666666,103.15,96.89444444444445,562.6055555555556,561.6333333333333,559.4333333333333,556.3944444444444,590.8666666666667,581.161111111111,519.9333333333333,531.0888888888888,24.29256,0.0,-0.294894,7.2,25.3,24.5,-7.0,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
FLIGHT_04,4.0,2021-12-04 10:20:42,1096.9,43.27805142,10.56129948,43.27777777777778,374.04056725,109.9722222222222,105.34444444444443,107.3111111111111,104.5111111111111,103.24444444444444,96.98333333333332,563.3555555555555,561.1277777777777,559.1388888888889,555.5,589.6555555555556,581.3611111111111,519.5388888888889,531.1888888888889,24.29256,0.0,-0.294894,7.2,25.2,24.5,-6.9,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
FLIGHT_04,5.0,2021-12-04 10:20:43,1099.6,43.21032364,10.5991536,43.388888888888886,374.04056725,110.08888888888887,105.45555555555556,107.39444444444445,104.62222222222222,103.35555555555555,97.06666666666666,563.5500000000001,560.7722222222222,558.8055555555555,554.5611111111111,589.0166666666667,580.6333333333333,518.9722222222222,531.0444444444445,24.29256,0.0,-0.1106932,7.2,25.2,24.4,-6.9,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
FLIGHT_04,6.0,2021-12-04 10:20:44,1100.1,43.14259586,10.523445359999998,43.516666666666666,373.90267211,110.2,105.56666666666666,107.48333333333332,104.71666666666668,103.45555555555556,97.15555555555557,563.0888888888888,561.161111111111,558.3277777777778,554.7388888888888,589.3555555555555,580.1777777777777,519.1222222222221,530.7944444444444,24.29256,0.0,0.1133856,7.2,25.1,24.4,-6.9,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
FLIGHT_04,7.0,2021-12-04 10:20:45,1096.8,43.14259586,10.5991536,43.65,373.35109155,110.31666666666666,105.67777777777778,107.56666666666666,104.80555555555556,103.5611111111111,97.24444444444444,562.9888888888889,561.4333333333333,558.4388888888889,554.6888888888889,589.4888888888888,581.4722222222223,519.3666666666667,530.8166666666667,24.32304,0.0,0.312928,7.2,25.2,24.4,-6.6,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
FLIGHT_04,8.0,2021-12-04 10:20:46,1075.0,43.71828199,11.12911128,43.81666666666667,372.04108772,110.42777777777778,105.78888888888888,107.65555555555557,104.89444444444445,103.65555555555557,97.31666666666666,562.7611111111111,561.3722222222223,558.1277777777779,554.7611111111111,590.1888888888889,581.6444444444445,519.1333333333333,530.7055555555555,24.353520000000003,0.0,0.05842,7.2,25.7,25.1,-5.3,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
FLIGHT_04,9.0,2021-12-04 10:20:47,1048.4,44.59874313,11.50765248,43.988888888888894,369.90371305,110.54444444444444,105.9,107.73333333333332,104.97777777777776,103.76111111111112,97.4,560.6055555555555,562.1833333333334,556.0555555555555,553.5222222222221,590.3444444444443,583.7388888888889,519.5944444444444,529.2611111111111,24.32304,0.0,-0.1105408,7.2,26.1,25.9,-4.2,,174.128952,174.128952,-0.33,0.45,real_telemetry_with_physics_informed_fault_injection,0,NONE,HEALTHY,0,0.0,99999.0
